ticker,episode,entry_date,entry_period_start,last_rebalance_date,last_period_start,exit_or_last_period_end,days_held_observed,days_held,months_held,average_weight,max_weight,min_weight,asset_compound_return_during_episode,gross_arithmetic_portfolio_contribution,winner,status,censoring_note
WMT,5,2021-05-28,2021-05-28,2021-06-30,2021-06-30,2021-07-30,63,63,2,0.0,0.0,0.0,0.0036611746361285835,0.0,True,CLOSED,
AMAT,2,2021-06-30,2021-06-30,2021-07-30,2021-07-30,2021-08-31,62,62,2,0.0,0.0,0.0,-0.051053295823570655,0.0,False,CLOSED,
AVGO,2,2021-06-30,2021-06-30,2022-05-31,2022-05-31,2022-06-30,365,365,12,0.006572734128059965,0.013145575796166433,0.0,0.018811408636461024,-0.003689622426915564,True,CLOSED,
GILD,1,2021-06-30,2021-06-30,2021-06-30,2021-06-30,2021-07-30,30,30,1,0.0,0.0,0.0,-0.008277660321985736,0.0,False,CLOSED,
HD,5,2021-06-30,2021-06-30,2021-09-30,2021-09-30,2021-10-29,121,121,4,0.0,0.0,0.0,0.1657310456842067,0.0,True,CLOSED,
OXY,4,2021-06-30,2021-06-30,2021-06-30,2021-06-30,2021-07-30,30,30,1,0.0,0.0,0.0,-0.16533418614038886,0.0,False,CLOSED,
VALE,7,2021-06-30,2021-06-30,2021-06-30,2021-06-30,2021-07-30,30,30,1,0.0,0.0,0.0,-0.07847431170927288,0.0,False,CLOSED,
AZO,4,2021-07-30,2021-07-30,2021-07-30,2021-07-30,2021-08-31,32,32,1,0.0,0.0,0.0,-0.045837213262723275,0.0,False,CLOSED,
CMG,3,2021-07-30,2021-07-30,2021-10-29,2021-10-29,2021-11-30,123,123,4,0.033391596503768536,0.04452213011847291,0.0,-0.11807733470681869,-0.006344134638060099,False,CLOSED,
NKE,1,2021-07-30,2021-07-30,2021-08-31,2021-08-31,2021-09-30,62,62,2,0.0,0.0,0.0,-0.13300698173199244,0.0,False,CLOSED,
NUE,2,2021-07-30,2021-07-30,2021-07-30,2021-07-30,2021-08-31,32,32,1,0.0,0.0,0.0,0.13016728852615156,0.0,True,CLOSED,
SONY,4,2021-07-30,2021-07-30,2022-01-31,2022-01-31,2022-02-28,213,213,7,0.0,0.0,0.0,-0.016970281936475984,0.0,False,CLOSED,
STLD,4,2021-07-30,2021-07-30,2021-07-30,2021-07-30,2021-08-31,32,32,1,0.0,0.0,0.0,0.04716836399493829,0.0,True,CLOSED,
TM,3,2021-07-30,2021-07-30,2021-07-30,2021-07-30,2021-08-31,32,32,1,0.00645528572467341,0.00645528572467341,0.00645528572467341,-0.031194399046868715,-0.00020136875885701743,False,CLOSED,
AMD,4,2021-08-31,2021-08-31,2021-09-30,2021-09-30,2021-10-29,59,59,2,0.0,0.0,0.0,0.08589235938747652,0.0,True,CLOSED,
DHR,1,2021-08-31,2021-08-31,2021-08-31,2021-08-31,2021-09-30,30,30,1,0.0,0.0,0.0,-0.06083415553993088,0.0,False,CLOSED,
MELI,2,2021-08-31,2021-08-31,2021-08-31,2021-08-31,2021-09-30,30,30,1,0.0,0.0,0.0,-0.10069877730313792,0.0,False,CLOSED,
NFLX,4,2021-08-31,2021-08-31,2021-12-31,2021-12-31,2022-01-31,153,153,5,0.09944802637014824,0.13678504843696893,0.0,-0.2495651423291806,-0.04641901889402361,False,CLOSED,
NOC,6,2021-08-31,2021-08-31,2021-09-30,2021-09-30,2021-10-29,59,59,2,0.0,0.0,0.0,-0.028501524716913473,0.0,False,CLOSED,
TMO,1,2021-08-31,2021-08-31,2021-11-30,2021-11-30,2021-12-31,122,122,4,0.0,0.0,0.0,0.20234250933839504,0.0,True,CLOSED,
WMT,6,2021-08-31,2021-08-31,2021-08-31,2021-08-31,2021-09-30,30,30,1,0.0,0.0,0.0,-0.058879193050152434,0.0,False,CLOSED,
ABBV,3,2021-09-30,2021-09-30,2021-09-30,2021-09-30,2021-10-29,29,29,1,0.0,0.0,0.0,0.06303879901012377,0.0,True,CLOSED,
AZO,5,2021-09-30,2021-09-30,2022-01-31,2022-01-31,2022-02-28,151,151,5,0.0,0.0,0.0,0.09740930474580267,0.0,True,CLOSED,
MDB,2,2021-09-30,2021-09-30,2021-10-29,2021-10-29,2021-11-30,61,61,2,0.0,0.0,0.0,0.056393280709157834,0.0,True,CLOSED,
NOW,3,2021-09-30,2021-09-30,2021-11-30,2021-11-30,2021-12-31,92,92,3,0.0,0.0,0.0,0.04313243240509479,0.0,True,CLOSED,
TM,4,2021-09-30,2021-09-30,2021-11-30,2021-11-30,2021-12-31,92,92,3,0.0,0.0,0.0,0.04247540394800464,0.0,True,CLOSED,
TMUS,4,2021-09-30,2021-09-30,2021-09-30,2021-09-30,2021-10-29,29,29,1,0.0,0.0,0.0,-0.09963997451533846,0.0,False,CLOSED,
WFC,3,2021-09-30,2021-09-30,2021-09-30,2021-09-30,2021-10-29,29,29,1,0.0,0.0,0.0,0.1023486320969007,0.0,True,CLOSED,
ANET,4,2021-10-29,2021-10-29,2022-02-28,2022-02-28,2022-03-31,153,153,5,0.0,0.0,0.0,0.35692835948483714,0.0,True,CLOSED,
BMY,4,2021-10-29,2021-10-29,2021-10-29,2021-10-29,2021-11-30,32,32,1,0.0,0.0,0.0,-0.08167808789610964,0.0,False,CLOSED,
GE,1,2021-10-29,2021-10-29,2021-10-29,2021-10-29,2021-11-30,32,32,1,0.0,0.0,0.0,-0.09421188830844085,0.0,False,CLOSED,
MPC,2,2021-10-29,2021-10-29,2021-10-29,2021-10-29,2021-11-30,32,32,1,0.0,0.0,0.0,-0.0770514455868414,0.0,False,CLOSED,
OXY,5,2021-10-29,2021-10-29,2021-10-29,2021-10-29,2021-11-30,32,32,1,0.0,0.0,0.0,-0.1157172473016107,0.0,False,CLOSED,
WMT,7,2021-10-29,2021-10-29,2021-10-29,2021-10-29,2021-11-30,32,32,1,0.0,0.0,0.0,-0.05882747154888679,0.0,False,CLOSED,
AAPL,2,2021-11-30,2021-11-30,2022-01-31,2022-01-31,2022-02-28,90,90,3,0.0,0.0,0.0,-0.0010889772005264753,0.0,False,CLOSED,
ABBV,4,2021-11-30,2021-11-30,2021-11-30,2021-11-30,2021-12-31,31,31,1,0.0,0.0,0.0,0.17453153478694206,0.0,True,CLOSED,
AMD,5,2021-11-30,2021-11-30,2021-12-31,2021-12-31,2022-01-31,62,62,2,0.0,0.0,0.0,-0.27858809419385566,0.0,False,CLOSED,
HD,6,2021-11-30,2021-11-30,2021-12-31,2021-12-31,2022-01-31,62,62,2,0.0,0.0,0.0,-0.08394691993441405,0.0,False,CLOSED,
MU,1,2021-11-30,2021-11-30,2022-02-28,2022-02-28,2022-03-31,121,121,4,0.0,0.0,0.0,-0.07273810250418511,0.0,False,CLOSED,
NKE,2,2021-11-30,2021-11-30,2021-11-30,2021-11-30,2021-12-31,31,31,1,0.0,0.0,0.0,-0.015185578118659171,0.0,False,CLOSED,
QCOM,3,2021-11-30,2021-11-30,2022-01-31,2022-01-31,2022-02-28,90,90,3,0.0,0.0,0.0,-0.047463403751147215,0.0,False,CLOSED,
AMAT,3,2021-12-31,2021-12-31,2021-12-31,2021-12-31,2022-01-31,31,31,1,0.0,0.0,0.0,-0.1218861709467266,0.0,False,CLOSED,
CMG,4,2021-12-31,2021-12-31,2021-12-31,2021-12-31,2022-01-31,31,31,1,0.0,0.0,0.0,-0.1502474125464427,0.0,False,CLOSED,
FDX,4,2021-12-31,2021-12-31,2021-12-31,2021-12-31,2022-01-31,31,31,1,0.0,0.0,0.0,-0.0494122865088078,0.0,False,CLOSED,
UNH,7,2021-12-31,2021-12-31,2022-01-31,2022-01-31,2022-02-28,59,59,2,0.0,0.0,0.0,-0.052316124516868956,0.0,False,CLOSED,
UPS,5,2021-12-31,2021-12-31,2021-12-31,2021-12-31,2022-01-31,31,31,1,0.0,0.0,0.0,-0.0565922825010291,0.0,False,CLOSED,
WMT,8,2021-12-31,2021-12-31,2021-12-31,2021-12-31,2022-01-31,31,31,1,0.0,0.0,0.0,-0.0337272867125068,0.0,False,CLOSED,
ABBV,5,2022-01-31,2022-01-31,2022-01-31,2022-01-31,2022-02-28,28,28,1,0.01633756923524887,0.01633756923524887,0.01633756923524887,0.07947991037565338,0.001298508538573612,True,CLOSED,
BMY,5,2022-01-31,2022-01-31,2022-01-31,2022-01-31,2022-02-28,28,28,1,0.078692862081891,0.078692862081891,0.078692862081891,0.05825240892050121,0.004584048781118918,True,CLOSED,
DE,15,2022-01-31,2022-01-31,2022-01-31,2022-01-31,2022-02-28,28,28,1,0.0,0.0,0.0,-0.043517548215787794,0.0,False,CLOSED,
LMT,2,2022-01-31,2022-01-31,2022-02-28,2022-02-28,2022-03-31,59,59,2,0.011705250330120242,0.011705256040008277,0.011705244620232208,0.1343252598303568,0.0015487691676434852,True,CLOSED,
NEM,3,2022-01-31,2022-01-31,2022-01-31,2022-01-31,2022-02-28,28,28,1,0.021977895590668546,0.021977895590668546,0.021977895590668546,0.08222983373981041,0.0018072387003715868,True,CLOSED,
SLB,1,2022-01-31,2022-01-31,2022-01-31,2022-01-31,2022-02-28,28,28,1,0.0,0.0,0.0,0.004351215381890539,0.0,True,CLOSED,
TM,5,2022-01-31,2022-01-31,2022-01-31,2022-01-31,2022-02-28,28,28,1,0.0,0.0,0.0,-0.07810531740165538,0.0,False,CLOSED,
TMUS,5,2022-01-31,2022-01-31,2022-01-31,2022-01-31,2022-02-28,28,28,1,0.0,0.0,0.0,0.1390404101887579,0.0,True,CLOSED,
VRTX,2,2022-01-31,2022-01-31,2022-01-31,2022-01-31,2022-02-28,28,28,1,0.0,0.0,0.0,-0.05361036254141549,0.0,False,CLOSED,
BRK-B,4,2022-02-28,2022-02-28,2022-03-31,2022-03-31,2022-04-29,60,60,2,0.0,0.0,0.0,0.004292967219878596,0.0,True,CLOSED,
CMG,5,2022-02-28,2022-02-28,2022-02-28,2022-02-28,2022-03-31,31,31,1,0.0,0.0,0.0,0.03852040525666234,0.0,True,CLOSED,
COP,3,2022-02-28,2022-02-28,2023-01-31,2023-01-31,2023-02-28,365,365,12,0.032277437848664346,0.03228309775117761,0.03227198340545254,0.08950029315984476,0.005684326385856855,True,CLOSED,
CVX,1,2022-02-28,2022-02-28,2023-09-29,2023-09-29,2023-10-31,610,610,20,0.07832836722949583,0.07834775223077768,0.0783152264383371,0.012013859219021317,0.008508121845541835,True,CLOSED,
DOW,1,2022-02-28,2022-02-28,2022-08-31,2022-08-31,2022-09-30,214,214,7,0.04096841503941995,0.06230727613446294,0.0,-0.254918572128253,-0.023456281434155436,False,CLOSED,
EOG,8,2022-02-28,2022-02-28,2023-01-31,2023-01-31,2023-02-28,365,365,12,0.0,0.0,0.0,-0.016533254056319335,0.0,False,CLOSED,
FCX,5,2022-02-28,2022-02-28,2022-05-31,2022-05-31,2022-06-30,122,122,4,0.0,0.0,0.0,-0.3767838178188365,0.0,False,CLOSED,
FTNT,3,2022-02-28,2022-02-28,2022-02-28,2022-02-28,2022-03-31,31,31,1,0.0,0.0,0.0,-0.008069194259795132,0.0,False,CLOSED,
KMI,1,2022-02-28,2022-02-28,2022-10-31,2022-10-31,2022-11-30,275,275,9,9.861092448504931e-09,3.248562802800194e-08,0.0,0.09885064703515245,1.112109248964024e-09,True,CLOSED,
MA,2,2022-02-28,2022-02-28,2022-06-30,2022-06-30,2022-07-29,151,151,5,0.0,0.0,0.0,-0.0194833951460458,0.0,False,CLOSED,
MAR,9,2022-02-28,2022-02-28,2022-02-28,2022-02-28,2022-03-31,31,31,1,0.0,0.0,0.0,0.032972849597252774,0.0,True,CLOSED,
MPC,3,2022-02-28,2022-02-28,2024-01-31,2024-01-31,2024-02-29,731,731,24,0.18078829344854888,0.20578723219977474,0.11435213812182055,1.1732373155074405,0.15347579625589916,True,CLOSED,
NUE,3,2022-02-28,2022-02-28,2023-04-28,2023-04-28,2023-05-31,457,457,15,0.09729712756987273,0.11726674755814487,0.06207451442361326,0.0033429756703344804,0.00802415674225584,True,CLOSED,
ON,5,2022-02-28,2022-02-28,2022-02-28,2022-02-28,2022-03-31,31,31,1,0.0,0.0,0.0,0.0,0.0,False,CLOSED,
OXY,6,2022-02-28,2022-02-28,2023-01-31,2023-01-31,2023-02-28,365,365,12,0.03198492491714195,0.03789741309739195,0.02016699285308333,0.33912650323106486,0.00908186443566061,True,CLOSED,
PSX,2,2022-02-28,2022-02-28,2024-01-31,2024-01-31,2024-02-29,731,731,24,0.16130359560238647,0.20660328734622552,0.044213612545726096,0.6917141277389267,0.08857375199377476,True,CLOSED,
REGN,2,2022-02-28,2022-02-28,2022-03-31,2022-03-31,2022-04-29,60,60,2,0.0,0.0,0.0,0.06590012446687021,0.0,True,CLOSED,
STLD,5,2022-02-28,2022-02-28,2023-03-31,2023-03-31,2023-04-28,424,424,14,0.1313750685947068,0.18707434192901776,0.013353307158729165,0.4727967448494026,0.05176507253155897,True,CLOSED,
WMB,1,2022-02-28,2022-02-28,2022-10-31,2022-10-31,2022-11-30,275,275,9,0.0,0.0,0.0,0.10933503840215852,0.0,True,CLOSED,
AMZN,2,2022-03-31,2022-03-31,2022-03-31,2022-03-31,2022-04-29,29,29,1,0.0,0.0,0.0,-0.2375250931362105,0.0,False,CLOSED,
CAT,13,2022-03-31,2022-03-31,2022-05-31,2022-05-31,2022-06-30,91,91,3,0.0,0.0,0.0,-0.1977381355762744,0.0,False,CLOSED,
DE,16,2022-03-31,2022-03-31,2022-03-31,2022-03-31,2022-04-29,29,29,1,0.0,0.0,0.0,-0.09124826563765143,0.0,False,CLOSED,
FDX,5,2022-03-31,2022-03-31,2022-03-31,2022-03-31,2022-04-29,29,29,1,0.0,0.0,0.0,-0.14110371308762726,0.0,False,CLOSED,
KR,6,2022-03-31,2022-03-31,2022-04-29,2022-04-29,2022-05-31,61,61,2,0.0006990665104756899,0.0013981330209513797,0.0,-0.07669509836327071,-2.5651384868273775e-05,False,CLOSED,
NVDA,5,2022-03-31,2022-03-31,2022-03-31,2022-03-31,2022-04-29,29,29,1,0.0,0.0,0.0,-0.3202740833353256,0.0,False,CLOSED,
PFE,1,2022-03-31,2022-03-31,2022-06-30,2022-06-30,2022-07-29,120,120,4,0.018795662314953263,0.028102794896111893,0.0,-0.02433846098298631,0.00018302234255291325,False,CLOSED,
TMUS,6,2022-03-31,2022-03-31,2022-11-30,2022-11-30,2022-12-30,274,274,9,0.0018127248236815756,0.01631452341313418,0.0,0.09076738093092529,-0.001234415288263309,True,CLOSED,
CMG,6,2022-04-29,2022-04-29,2022-11-30,2022-11-30,2022-12-30,245,245,8,0.02344047173526345,0.03924575708835114,0.0,-0.04679825176632624,-0.004198197229898544,False,CLOSED,
LMT,3,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-05-31,32,32,1,0.0037284003655088573,0.0037284003655088573,0.0037284003655088573,0.018490211803802836,6.893891244763468e-05,True,CLOSED,
LRCX,3,2022-04-29,2022-04-29,2022-07-29,2022-07-29,2022-08-31,124,124,4,0.0,0.0,0.0,-0.05979474052384448,0.0,False,CLOSED,
MAR,10,2022-04-29,2022-04-29,2022-05-31,2022-05-31,2022-06-30,62,62,2,0.0,0.0,0.0,-0.2338328569546151,0.0,False,CLOSED,
ON,6,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-05-31,32,32,1,0.0,0.0,0.0,0.1644597888014956,0.0,True,CLOSED,
TGT,4,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-05-31,32,32,1,0.0,0.0,0.0,-0.2920183284321466,0.0,False,CLOSED,
WMT,9,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-05-31,32,32,1,0.011198483979874259,0.011198483979874259,0.011198483979874259,-0.1592260744872076,-0.0017830906443232597,False,CLOSED,
AZO,6,2022-05-31,2022-05-31,2022-07-29,2022-07-29,2022-08-31,92,92,3,0.0,0.0,0.0,0.02891756435206516,0.0,True,CLOSED,
BRK-B,5,2022-05-31,2022-05-31,2022-05-31,2022-05-31,2022-06-30,30,30,1,0.0,0.0,0.0,-0.1359580368345359,0.0,False,CLOSED,
FDX,6,2022-05-31,2022-05-31,2022-07-29,2022-07-29,2022-08-31,92,92,3,0.0051359385816278575,0.007704062571220922,0.0,-0.061314429666949555,-0.0005195989843532511,False,CLOSED,
KLAC,2,2022-05-31,2022-05-31,2024-07-31,2024-07-31,2024-08-30,822,822,27,0.06344579241012381,0.2013525111945522,0.0,1.245936670485022,0.06455771059676561,True,CLOSED,
ORLY,7,2022-05-31,2022-05-31,2022-12-30,2022-12-30,2023-01-31,245,245,8,0.03183840233306124,0.06506874358277893,0.007124838042640379,0.2435456693649496,0.004661748046944075,True,CLOSED,
REGN,3,2022-05-31,2022-05-31,2022-06-30,2022-06-30,2022-07-29,59,59,2,0.008366737248123387,0.008396536392196367,0.008336938104050408,-0.12493604870031505,-0.0010572786763954648,False,CLOSED,
UNH,8,2022-05-31,2022-05-31,2022-09-30,2022-09-30,2022-10-31,153,153,5,0.005286250534276218,0.0058658891053914655,0.005114051155865152,0.11749673050081366,0.000682632662117319,True,CLOSED,
COST,7,2022-06-30,2022-06-30,2022-08-31,2022-08-31,2022-09-30,92,92,3,6.282944772570738e-08,1.8838253135971286e-07,0.0,-0.014626126238272197,-1.798325794774901e-08,False,CLOSED,
FTNT,4,2022-06-30,2022-06-30,2022-07-29,2022-07-29,2022-08-31,62,62,2,0.0,0.0,0.0,-0.13944862051975349,0.0,False,CLOSED,
LMT,4,2022-06-30,2022-06-30,2022-07-29,2022-07-29,2022-08-31,62,62,2,0.00013704429755873588,0.0002740881862189149,4.0889855687185387e-10,-0.022909122474816912,4.172798825307342e-06,False,CLOSED,
PANW,5,2022-06-30,2022-06-30,2022-10-31,2022-10-31,2022-11-30,153,153,5,4.317561312492462e-10,2.158780656246231e-09,0.0,0.031906667146110346,-2.537142741240499e-10,True,CLOSED,
UPS,6,2022-06-30,2022-06-30,2022-08-31,2022-08-31,2022-09-30,92,92,3,0.0,0.0,0.0,-0.11504328241692408,0.0,False,CLOSED,
DHR,2,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-08-31,33,33,1,0.0,0.0,0.0,-0.07396983618948638,0.0,False,CLOSED,
NVDA,6,2022-07-29,2022-07-29,2022-07-29,2022-07-29,2022-08-31,33,33,1,0.0,0.0,0.0,-0.1689698962777456,0.0,False,CLOSED,
ON,7,2022-07-29,2022-07-29,2022-09-30,2022-09-30,2022-10-31,94,94,3,0.0,0.0,0.0,-0.0801137851439988,0.0,False,CLOSED,
ANET,5,2022-08-31,2022-08-31,2022-11-30,2022-11-30,2022-12-30,121,121,4,0.0,0.0,0.0,0.01226227272591296,0.0,True,CLOSED,
CAT,14,2022-08-31,2022-08-31,2022-08-31,2022-08-31,2022-09-30,30,30,1,0.0,0.0,0.0,-0.11168861530480201,0.0,False,CLOSED,
DE,17,2022-08-31,2022-08-31,2022-12-30,2022-12-30,2023-01-31,153,153,5,0.0,0.0,0.0,0.15767281680462863,0.0,True,CLOSED,
KR,7,2022-08-31,2022-08-31,2022-08-31,2022-08-31,2022-09-30,30,30,1,0.0,0.0,0.0,-0.08740089167158627,0.0,False,CLOSED,
MA,3,2022-08-31,2022-08-31,2022-08-31,2022-08-31,2022-09-30,30,30,1,0.0,0.0,0.0,-0.12340845140388201,0.0,False,CLOSED,
NFLX,5,2022-08-31,2022-08-31,2023-03-31,2023-03-31,2023-04-28,240,240,8,0.01581053550865488,0.025296865670853326,0.0,0.47580062184204164,0.002604674713847322,True,CLOSED,
WMT,10,2022-08-31,2022-08-31,2022-08-31,2022-08-31,2022-09-30,30,30,1,1.508233310764838e-07,1.508233310764838e-07,1.508233310764838e-07,-0.021501337029056877,-3.242903273320506e-09,False,CLOSED,
BRK-B,6,2022-09-30,2022-09-30,2022-10-31,2022-10-31,2022-11-30,61,61,2,0.0,0.0,0.0,0.19316912295731803,0.0,True,CLOSED,
FCX,6,2022-09-30,2022-09-30,2023-01-31,2023-01-31,2023-02-28,151,151,5,0.0,0.0,0.0,0.49908530314944266,0.0,True,CLOSED,
HD,7,2022-09-30,2022-09-30,2022-09-30,2022-09-30,2022-10-31,31,31,1,0.00431544017962489,0.00431544017962489,0.00431544017962489,0.07316808821763154,0.00031575250776070564,True,CLOSED,
MELI,3,2022-09-30,2022-09-30,2022-11-30,2022-11-30,2022-12-30,91,91,3,0.0,0.0,0.0,0.02230056329479213,0.0,True,CLOSED,
REGN,4,2022-09-30,2022-09-30,2022-11-30,2022-11-30,2022-12-30,91,91,3,0.027768833628359916,0.04120365800744099,0.021051421058766496,0.047352904536999585,0.0002569040000257839,True,CLOSED,
SBUX,6,2022-09-30,2022-09-30,2022-10-31,2022-10-31,2022-11-30,61,61,2,0.0,0.0,0.0,0.21291234698767947,0.0,True,CLOSED,
SCHW,2,2022-09-30,2022-09-30,2022-12-30,2022-12-30,2023-01-31,123,123,4,0.0,0.0,0.0,0.07722269667823611,0.0,True,CLOSED,
CAT,15,2022-10-31,2022-10-31,2023-03-31,2023-03-31,2023-04-28,179,179,6,0.0,0.0,0.0,0.010810294120445985,0.0,True,CLOSED,
COST,8,2022-10-31,2022-10-31,2022-10-31,2022-10-31,2022-11-30,30,30,1,0.0,0.0,0.0,0.07527417746759713,0.0,True,CLOSED,
LMT,5,2022-10-31,2022-10-31,2022-12-30,2022-12-30,2023-01-31,92,92,3,0.010981640911436816,0.01705691873369967,0.0,-0.04812193487016492,-0.0007719014691355667,False,CLOSED,
AZO,7,2022-11-30,2022-11-30,2022-11-30,2022-11-30,2022-12-30,30,30,1,0.029316097130764503,0.029316097130764503,0.029316097130764503,-0.043745664350281155,-0.0012824521451426643,False,CLOSED,
DOW,2,2022-11-30,2022-11-30,2023-04-28,2023-04-28,2023-05-31,182,182,6,0.039726040781040556,0.059589336120593986,0.0,-0.042966497723306296,-0.011250698822333972,False,CLOSED,
GE,2,2022-11-30,2022-11-30,2023-06-30,2023-06-30,2023-07-31,243,243,8,0.0,0.0,0.0,0.702238474735325,0.0,True,CLOSED,
LRCX,4,2022-11-30,2022-11-30,2023-08-31,2023-08-31,2023-09-29,303,303,10,0.02600896792298129,0.06016281008043407,0.0,0.32683431803098983,0.009192542124998052,True,CLOSED,
MA,4,2022-11-30,2022-11-30,2023-01-31,2023-01-31,2023-02-28,90,90,3,0.0,0.0,0.0,-0.003114437066699005,0.0,False,CLOSED,
NVDA,7,2022-11-30,2022-11-30,2024-08-30,2024-08-30,2024-09-30,670,670,22,0.023505756758064503,0.03416622859777284,0.0,6.176032620248167,0.0550559220234205,True,CLOSED,
ON,8,2022-11-30,2022-11-30,2022-11-30,2022-11-30,2022-12-30,30,30,1,0.0,0.0,0.0,-0.1706116826731776,0.0,False,CLOSED,
APD,1,2022-12-30,2022-12-30,2023-01-31,2023-01-31,2023-02-28,60,60,2,0.0,0.0,0.0,-0.07227664333183126,0.0,False,CLOSED,
AVGO,3,2022-12-30,2022-12-30,2024-08-30,2024-08-30,2024-09-30,640,640,21,0.04898144392703701,0.08128533791973096,0.0025148898903533533,2.0851502433231555,0.06252793377905233,True,CLOSED,
BRK-B,7,2022-12-30,2022-12-30,2022-12-30,2022-12-30,2023-01-31,32,32,1,0.0,0.0,0.0,0.008481693651523736,0.0,True,CLOSED,
KMI,2,2022-12-30,2022-12-30,2023-01-31,2023-01-31,2023-02-28,60,60,2,0.0,0.0,0.0,-0.05641595476039085,0.0,False,CLOSED,
PBR,6,2022-12-30,2022-12-30,2022-12-30,2022-12-30,2023-01-31,32,32,1,0.0,0.0,0.0,0.08920195276688236,0.0,True,CLOSED,
PFE,2,2022-12-30,2022-12-30,2022-12-30,2022-12-30,2023-01-31,32,32,1,0.022091972189366198,0.022091972189366198,0.022091972189366198,-0.13817333331645854,-0.0030525214369392277,False,CLOSED,
WMB,2,2022-12-30,2022-12-30,2023-01-31,2023-01-31,2023-02-28,60,60,2,0.0,0.0,0.0,-0.08510641381602124,0.0,False,CLOSED,
ADI,1,2023-01-31,2023-01-31,2023-03-31,2023-03-31,2023-04-28,87,87,3,0.0,0.0,0.0,0.049046501441873946,0.0,True,CLOSED,
CMG,7,2023-01-31,2023-01-31,2023-01-31,2023-01-31,2023-02-28,28,28,1,0.0,0.0,0.0,-0.0943281872681313,0.0,False,CLOSED,
FDX,7,2023-01-31,2023-01-31,2023-06-30,2023-06-30,2023-07-31,181,181,6,0.0038489243340644867,0.007698075705008176,0.0,0.39249965665640163,0.0014101279143764389,True,CLOSED,
MELI,4,2023-01-31,2023-01-31,2023-04-28,2023-04-28,2023-05-31,120,120,4,0.0,0.0,0.0,0.04849838911681803,0.0,True,CLOSED,
SLB,2,2023-01-31,2023-01-31,2023-02-28,2023-02-28,2023-03-31,59,59,2,0.0,0.0,0.0,-0.13829415815060153,0.0,False,CLOSED,
SONY,5,2023-01-31,2023-01-31,2023-01-31,2023-01-31,2023-02-28,28,28,1,0.0,0.0,0.0,-0.06572773206208027,0.0,False,CLOSED,
VALE,8,2023-01-31,2023-01-31,2023-01-31,2023-01-31,2023-02-28,28,28,1,0.0,0.0,0.0,-0.1252676720749053,0.0,False,CLOSED,
ANET,6,2023-02-28,2023-02-28,2025-01-31,2025-01-31,2025-02-28,731,731,24,0.022624841800705356,0.024695325794783674,0.0,1.6834896928362784,0.023649402827678405,True,CLOSED,
AXP,2,2023-02-28,2023-02-28,2023-02-28,2023-02-28,2023-03-31,31,31,1,0.0,0.0,0.0,-0.05195705649470217,0.0,False,CLOSED,
DE,18,2023-02-28,2023-02-28,2023-02-28,2023-02-28,2023-03-31,31,31,1,0.0,0.0,0.0,-0.01517027358961387,0.0,False,CLOSED,
LMT,6,2023-02-28,2023-02-28,2023-02-28,2023-02-28,2023-03-31,31,31,1,0.0,0.0,0.0,-0.00322607588198931,0.0,False,CLOSED,
MAR,11,2023-02-28,2023-02-28,2024-03-28,2024-03-28,2024-04-30,427,427,14,0.0,0.0,0.0,0.3952375160632464,0.0,True,CLOSED,
MPWR,1,2023-02-28,2023-02-28,2023-03-31,2023-03-31,2023-04-28,59,59,2,0.0,0.0,0.0,-0.046088102026470845,0.0,False,CLOSED,
ORLY,8,2023-02-28,2023-02-28,2023-02-28,2023-02-28,2023-03-31,31,31,1,0.0,0.0,0.0,0.022744253500488032,0.0,True,CLOSED,
PBR,7,2023-02-28,2023-02-28,2023-02-28,2023-02-28,2023-03-31,31,31,1,0.0,0.0,0.0,-0.059513060264304474,0.0,False,CLOSED,
PH,1,2023-02-28,2023-02-28,2023-02-28,2023-02-28,2023-03-31,31,31,1,0.0,0.0,0.0,-0.04473503049285821,0.0,False,CLOSED,
RCL,2,2023-02-28,2023-02-28,2025-09-30,2025-09-30,2025-10-31,976,976,32,0.09205559804476453,0.12797745823547566,0.02841283679268249,3.0604471836150315,0.17203029594158148,True,CLOSED,
TGT,5,2023-02-28,2023-02-28,2023-02-28,2023-02-28,2023-03-31,31,31,1,0.0,0.0,0.0,-0.017032611971439127,0.0,False,CLOSED,
AMD,6,2023-03-31,2023-03-31,2023-05-31,2023-05-31,2023-06-30,91,91,3,0.0,0.0,0.0,0.16222835607919328,0.0,True,CLOSED,
BRK-B,8,2023-03-31,2023-03-31,2023-10-31,2023-10-31,2023-11-30,244,244,8,0.00014021001316121245,0.0005608445430023748,0.0,0.16591641937085977,1.6315878588558327e-05,True,CLOSED,
CMG,8,2023-03-31,2023-03-31,2023-08-31,2023-08-31,2023-09-29,182,182,6,0.12109015007614642,0.18507049580754553,0.0,0.07231800333148786,-0.01827067632087,True,CLOSED,
MA,5,2023-03-31,2023-03-31,2023-10-31,2023-10-31,2023-11-30,244,244,8,0.0,0.0,0.0,0.13874131807619605,0.0,True,CLOSED,
NOW,4,2023-03-31,2023-03-31,2023-08-31,2023-08-31,2023-09-29,182,182,6,0.0,0.0,0.0,0.2027887709076961,0.0,True,CLOSED,
